id,category,status,method,question,correctAnswer,source,quarantined,note
q213,Sverige,reviewed-pass,manual-semantic-review-canonical-fact,Vad är Sveriges största sjö?,Vänern,,False,
q214,Sverige,reviewed-pass,manual-semantic-review-canonical-fact,Vad är Sveriges näst största sjö?,Vättern,,False,
q215,Sverige,reviewed-pass,manual-semantic-review-canonical-fact,Vad är staden där Turning Torso ligger?,Malmö,,False,
q216,Sverige,reviewed-pass,manual-semantic-review-canonical-fact,Vad är staden där Liseberg ligger?,Göteborg,,False,
q217,Sverige,reviewed-pass,manual-semantic-review-canonical-fact,Vad är staden där Uppsala universitet ligger?,Uppsala,,False,
q218,Sverige,reviewed-pass,manual-semantic-review-canonical-fact,Vad är staden där Örebro slott ligger?,Örebro,,False,
q219,Sverige,reviewed-pass,manual-semantic-review-canonical-fact,Vad är staden där Domkyrkan i Lund ligger?,Lund,,False,
q220,Sverige,reviewed-pass,manual-semantic-review-canonical-fact,Vad är landskapet där Visby ligger?,Gotland,,False,
q221,Sverige,reviewed-pass,manual-semantic-review-canonical-fact,Vad är landskapet där Mora ligger?,Dalarna,,False,
q222,Sverige,reviewed-pass,manual-semantic-review-canonical-fact,Vad är landskapet där Kalmar ligger?,Småland,,False,
q223,Sverige,reviewed-pass,manual-semantic-review-canonical-fact,Vad är landskapet där Ystad ligger?,Skåne,,False,
q224,Sverige,reviewed-pass,manual-semantic-review-canonical-fact,Vad är landskapet där Karlstad ligger?,Värmland,,False,
q225,Sverige,reviewed-pass,manual-semantic-review-canonical-fact,Vad är bron mellan Malmö och Danmark?,Öresundsbron,,False,
q226,Sverige,reviewed-pass,manual-semantic-review-canonical-fact,Vad är Sveriges högsta berg?,Kebnekaise,,False,
q227,Sverige,reviewed-pass,manual-semantic-review-canonical-fact,Vad är ön där Visby ligger?,Gotland,,False,
q228,Sverige,reviewed-pass,manual-semantic-review-canonical-fact,Vad är ön som nås via Ölandsbron?,Öland,,False,
q229,Sverige,reviewed-pass,manual-semantic-review-canonical-fact,Vad är svenska högtiden med majstång?,Midsommar,,False,
q230,Sport,reviewed-pass,manual-semantic-review-canonical-fact,Hur många spelare har ett fotbollslag normalt på planen?,11,,False,
q231,Sport,reviewed-pass,manual-semantic-review-canonical-fact,Vilken sport förknippas med Wimbledon?,Tennis,,False,
q232,Sport,reviewed-pass,manual-semantic-review-canonical-fact,Hur långt är ett maraton?,"42,195 km",,False,
q233,Sport,reviewed-pass,manual-semantic-review-canonical-fact,Vilken färg har totalledarens tröja i Tour de France?,Gul,,False,
q234,Sport,reviewed-pass,manual-semantic-review-canonical-fact,Hur många ringar finns i den olympiska symbolen?,5,,False,
q235,Sport,reviewed-pass,manual-semantic-review-canonical-fact,I vilken sport används birdie och eagle?,Golf,,False,
q236,Sport,reviewed-pass,manual-semantic-review-canonical-fact,Hur många poäng är en touchdown värd före extrapoäng?,6,,False,
q237,Sport,reviewed-pass,manual-semantic-review-canonical-fact,Vilken sport spelas i NHL?,Ishockey,,False,
q238,Sport,reviewed-pass,manual-semantic-review-canonical-fact,Vad heter spelaren som försvarar målet i fotboll?,Målvakt,,False,
q239,Sport,reviewed-pass,manual-semantic-review-canonical-fact,Vilka grenar hör till alpin skidåkning?,Slalom och störtlopp,,False,
q240,Sport,reviewed-pass,manual-semantic-review-canonical-fact,Hur många set krävs för seger i bäst av fem?,3,,False,
q241,Sport,reviewed-pass,manual-semantic-review-canonical-fact,I vilken sport används en puck?,Ishockey,,False,
q242,Sport,reviewed-pass,manual-semantic-review-canonical-fact,Hur många hål har en standardrunda golf?,18,,False,
q243,Sport,reviewed-pass,manual-semantic-review-canonical-fact,Vilket redskap används för en slam dunk?,Basketboll,,False,
q244,Sport,reviewed-pass,manual-semantic-review-canonical-fact,Hur många perioder spelas normalt i ishockey?,3,,False,
q245,Sport,reviewed-pass,manual-semantic-review-canonical-fact,Vilken sport har positionen quarterback?,Amerikansk fotboll,,False,
q246,Sport,reviewed-pass,manual-semantic-review-canonical-fact,Vad heter noll poäng i tennis?,Love,,False,
q247,Sport,reviewed-pass,manual-semantic-review-canonical-fact,Vilken sport använder en pommel horse?,Gymnastik,,False,
q248,Sport,reviewed-pass,manual-semantic-review-canonical-fact,Vilken sport har en velodrom?,Bancykling,,False,
q249,Sport,reviewed-pass,manual-semantic-review-canonical-fact,Vad kallas tre mål av samma spelare i en match?,Hattrick,,False,
q250,Mat & dryck,reviewed-pass,manual-semantic-review-canonical-fact,Vad är huvudingrediensen i guacamole?,Avokado,,False,
q251,Mat & dryck,reviewed-pass,manual-semantic-review-canonical-fact,Vad är tofu främst gjort av?,Sojabönor,,False,
q252,Mat & dryck,reviewed-pass,manual-semantic-review-canonical-fact,Vad är hummus huvudsakligen gjort av?,Kikärtor,,False,
q253,Mat & dryck,reviewed-pass,manual-semantic-review-canonical-fact,Vilken ost används klassiskt på pizza Margherita?,Mozzarella,,False,
q254,Mat & dryck,reviewed-pass,manual-semantic-review-canonical-fact,Vilken frukt torkas till russin?,Druvor,,False,
q255,Mat & dryck,reviewed-pass,manual-semantic-review-canonical-fact,Vilken krydda ger ofta curry gul färg?,Gurkmeja,,False,
q256,Mat & dryck,reviewed-pass,manual-semantic-review-canonical-fact,Vad heter den italienska desserten med kaffe och mascarpone?,Tiramisu,,False,
q257,Mat & dryck,reviewed-pass,manual-semantic-review-canonical-fact,Vilken nöt används traditionellt i pesto genovese?,Pinjenöt,,False,
q258,Mat & dryck,reviewed-pass,manual-semantic-review-canonical-fact,Från vilket land förknippas sushi främst?,Japan,,False,
q259,Mat & dryck,reviewed-pass,manual-semantic-review-canonical-fact,Vilken dryck görs av rostade kaffebönor?,Kaffe,,False,
q260,Mat & dryck,reviewed-pass,manual-semantic-review-canonical-fact,Vilken grönsak används i surkål?,Vitkål,,False,
q261,Mat & dryck,reviewed-pass,manual-semantic-review-canonical-fact,Vad är polenta huvudsakligen gjort av?,Majs,,False,
q262,Mat & dryck,reviewed-pass,manual-semantic-review-canonical-fact,Vilket land förknippas paella med?,Spanien,,False,
q263,Mat & dryck,reviewed-pass,manual-semantic-review-canonical-fact,Vilket land förknippas tacos starkast med?,Mexiko,,False,
q264,Mat & dryck,reviewed-pass,manual-semantic-review-canonical-fact,Vad är feta traditionellt för typ av livsmedel?,Ost,,False,
q265,Mat & dryck,reviewed-pass,manual-semantic-review-canonical-fact,Vilken citrusfrukt är gul?,Citron,,False,
q266,Mat & dryck,reviewed-pass,manual-semantic-review-canonical-fact,Vad består maräng främst av?,Äggvita och socker,,False,
q267,Mat & dryck,reviewed-pass,manual-semantic-review-canonical-fact,Vad är gnocchi ofta gjort av?,Potatis,,False,
q268,Mat & dryck,reviewed-pass,manual-semantic-review-canonical-fact,Vilken böna används till traditionell falafel ofta tillsammans med eller istället för kikärtor?,Bondböna,,False,
q269,Mat & dryck,reviewed-pass,manual-semantic-review-canonical-fact,Vilken dryck är espresso?,Koncentrerat kaffe,,False,
q328,Allmänbildning,reviewed-pass,manual-semantic-review-canonical-fact,Vilken planet är närmast solen?,Merkurius,,False,
q329,Allmänbildning,reviewed-pass,manual-semantic-review-canonical-fact,Vilken planet är störst i solsystemet?,Jupiter,,False,
q330,Allmänbildning,reviewed-pass,manual-semantic-review-canonical-fact,Hur många kontinenter brukar man räkna med?,7,,False,
q331,Allmänbildning,reviewed-pass,manual-semantic-review-canonical-fact,Hur många sidor har en hexagon?,6,,False,
q332,Allmänbildning,reviewed-pass,manual-semantic-review-canonical-fact,Hur många grader är en rät vinkel?,90,,False,
q333,Allmänbildning,reviewed-pass,manual-semantic-review-canonical-fact,Vilket ämne har den kemiska formeln H₂O?,Vatten,,False,
q334,Allmänbildning,reviewed-pass,manual-semantic-review-canonical-fact,Vilket organ pumpar blodet runt kroppen?,Hjärtat,,False,
q335,Allmänbildning,reviewed-pass,manual-semantic-review-canonical-fact,Vilket språk talas främst i Brasilien?,Portugisiska,,False,
q336,Allmänbildning,reviewed-pass,manual-semantic-review-canonical-fact,Vilken gas behöver människor för cellandningen?,Syre,,False,
q337,Allmänbildning,reviewed-pass,manual-semantic-review-canonical-fact,Vad kallas jordens naturliga satellit?,Månen,,False,
q338,Allmänbildning,reviewed-pass,manual-semantic-review-canonical-fact,Vilken är den största oceanen?,Stilla havet,,False,
q339,Allmänbildning,reviewed-pass,manual-semantic-review-canonical-fact,Hur många minuter är en timme?,60,,False,
q340,Allmänbildning,reviewed-pass,manual-semantic-review-canonical-fact,Hur många sekunder är en minut?,60,,False,
q341,Allmänbildning,reviewed-pass,manual-semantic-review-canonical-fact,Vilket tal kommer efter 999?,1000,,False,
q342,Allmänbildning,reviewed-pass,manual-semantic-review-canonical-fact,Vilken färg får man normalt av blått och gult i subtraktiv färgblandning?,Grön,,False,
q343,Allmänbildning,reviewed-pass,manual-semantic-review-canonical-fact,Vad heter processen där växter använder ljus för att bilda kemisk energi?,Fotosyntes,,False,
q344,Allmänbildning,reviewed-pass,manual-semantic-review-canonical-fact,Vilken metall är flytande nära rumstemperatur?,Kvicksilver,,False,
q345,Allmänbildning,reviewed-pass,manual-semantic-review-canonical-fact,Vilken del av växten tar främst upp vatten från marken?,Rötterna,,False,
q346,Allmänbildning,reviewed-pass,manual-semantic-review-canonical-fact,Vilken stjärna ligger närmast jorden?,Solen,,False,
q347,Allmänbildning,reviewed-pass,manual-semantic-review-canonical-fact,Vad mäts i grader Celsius?,Temperatur,,False,
q2238,Resor,reference-verified,capital-country,Du landar i Stockholm. Vilket land har du rest till?,Sverige,https://www.wikidata.org/,False,
q2239,Resor,reference-verified,country-capital,Vilken huvudstad ska du resa till om resmålet är Sverige?,Stockholm,https://www.wikidata.org/,False,
q2240,Resor,reference-verified,capital-country,Du landar i Oslo. Vilket land har du rest till?,Norge,https://www.wikidata.org/,False,
q2241,Resor,reference-verified,country-capital,Vilken huvudstad ska du resa till om resmålet är Norge?,Oslo,https://www.wikidata.org/,False,
q2242,Resor,reference-verified,capital-country,Du landar i Köpenhamn. Vilket land har du rest till?,Danmark,https://www.wikidata.org/,False,
q2243,Resor,reference-verified,country-capital,Vilken huvudstad ska du resa till om resmålet är Danmark?,Köpenhamn,https://www.wikidata.org/,False,
q2244,Resor,reference-verified,capital-country,Du landar i Helsingfors. Vilket land har du rest till?,Finland,https://www.wikidata.org/,False,
q2245,Resor,reference-verified,country-capital,Vilken huvudstad ska du resa till om resmålet är Finland?,Helsingfors,https://www.wikidata.org/,False,
q2246,Resor,reference-verified,capital-country,Du landar i Reykjavík. Vilket land har du rest till?,Island,https://www.wikidata.org/,False,
q2247,Resor,reference-verified,country-capital,Vilken huvudstad ska du resa till om resmålet är Island?,Reykjavík,https://www.wikidata.org/,False,
q2248,Resor,reference-verified,capital-country,Du landar i Berlin. Vilket land har du rest till?,Tyskland,https://www.wikidata.org/,False,
q2249,Resor,reference-verified,country-capital,Vilken huvudstad ska du resa till om resmålet är Tyskland?,Berlin,https://www.wikidata.org/,False,
q2250,Resor,reference-verified,capital-country,Du landar i Paris. Vilket land har du rest till?,Frankrike,https://www.wikidata.org/,False,
q2251,Resor,reference-verified,country-capital,Vilken huvudstad ska du resa till om resmålet är Frankrike?,Paris,https://www.wikidata.org/,False,
q2252,Resor,reference-verified,capital-country,Du landar i Madrid. Vilket land har du rest till?,Spanien,https://www.wikidata.org/,False,
q2253,Resor,reference-verified,country-capital,Vilken huvudstad ska du resa till om resmålet är Spanien?,Madrid,https://www.wikidata.org/,False,
q2254,Resor,reference-verified,capital-country,Du landar i Lissabon. Vilket land har du rest till?,Portugal,https://www.wikidata.org/,False,
q2255,Resor,reference-verified,country-capital,Vilken huvudstad ska du resa till om resmålet är Portugal?,Lissabon,https://www.wikidata.org/,False,
q2256,Resor,reference-verified,capital-country,Du landar i Rom. Vilket land har du rest till?,Italien,https://www.wikidata.org/,False,
q2257,Resor,reference-verified,country-capital,Vilken huvudstad ska du resa till om resmålet är Italien?,Rom,https://www.wikidata.org/,False,
q2258,Resor,reference-verified,capital-country,Du landar i Aten. Vilket land har du rest till?,Grekland,https://www.wikidata.org/,False,
q2259,Resor,reference-verified,country-capital,Vilken huvudstad ska du resa till om resmålet är Grekland?,Aten,https://www.wikidata.org/,False,
q2260,Resor,reference-verified,capital-country,Du landar i Dublin. Vilket land har du rest till?,Irland,https://www.wikidata.org/,False,
q2261,Resor,reference-verified,country-capital,Vilken huvudstad ska du resa till om resmålet är Irland?,Dublin,https://www.wikidata.org/,False,
q2262,Resor,reference-verified,capital-country,Du landar i London. Vilket land har du rest till?,Storbritannien,https://www.wikidata.org/,False,
q2263,Resor,reference-verified,country-capital,Vilken huvudstad ska du resa till om resmålet är Storbritannien?,London,https://www.wikidata.org/,False,
q2264,Resor,reference-verified,capital-country,Du landar i Amsterdam. Vilket land har du rest till?,Nederländerna,https://www.wikidata.org/,False,
q2265,Resor,reference-verified,country-capital,Vilken huvudstad ska du resa till om resmålet är Nederländerna?,Amsterdam,https://www.wikidata.org/,False,
q2266,Resor,reference-verified,capital-country,Du landar i Bryssel. Vilket land har du rest till?,Belgien,https://www.wikidata.org/,False,
q2267,Resor,reference-verified,country-capital,Vilken huvudstad ska du resa till om resmålet är Belgien?,Bryssel,https://www.wikidata.org/,False,
q2268,Resor,reference-verified,capital-country,Du landar i Wien. Vilket land har du rest till?,Österrike,https://www.wikidata.org/,False,
q2269,Resor,reference-verified,country-capital,Vilken huvudstad ska du resa till om resmålet är Österrike?,Wien,https://www.wikidata.org/,False,
q2270,Resor,reference-verified,capital-country,Du landar i Bern. Vilket land har du rest till?,Schweiz,https://www.wikidata.org/,False,
q2271,Resor,reference-verified,country-capital,Vilken huvudstad ska du resa till om resmålet är Schweiz?,Bern,https://www.wikidata.org/,False,
q2272,Resor,reference-verified,capital-country,Du landar i Warszawa. Vilket land har du rest till?,Polen,https://www.wikidata.org/,False,
